bleu,chrf,meteor,bertscore_f1,model,time_taken
80.48902338868102,88.34768749913579,0.8186412705791294,0.9002937078475952,Fine-tuned opus-mt-es-en,7928.843604564667
36.95689281606759,60.5402325063039,0.5068403267796426,0.8901662230491638,opus-mt-es-en,1834.82745718956
31.767644782904735,51.067306729867454,0.40162706953020033,0.843730092048645,M2M100,2571.371368408203
36.98959620276544,57.16388027290991,0.48603225587415644,0.8638579249382019,NLLB,787.0161917209625
22.64670650545721,42.715622901438266,0.30760829670608353,0.8346872925758362,Flan-T5,3854.2926259040833
